place,rainfall,groundwater_refilled_total,groundwater_refilled_nonirrigated,groundwater_refilled_irrigated,groundwater_used_total,groundwater_used_nonirrigated,groundwater_status,land_total,land_nonirrigated,land_irrigated,year,state
bestavaripeta,761.0,2727.69,110.68,2617.01,841.69,,safe,43439.0,0.0,27833.0,2023,Unknown
pedakakani,879.110356806872,2232.03,0.0,1646.07,225.07,,safe,10949.1585,0.0,8818.2957,2023,Unknown
nandyal,837.0,3430.77,0.0,3430.77,206.29,,safe,22263.0,0.0,22098.0,2023,Unknown
nandigama,961.4,3215.06,226.58,2988.48,1329.61,140.0,safe,18930.0,1702.0,17130.0,2023,Andhra Pradesh
yadiki,646.0,3391.16,3202.93,188.23,1313.62,1313.62,safe,33659.0,25687.0,0.0,2023,Unknown
hindupur,665.4,4360.56,4213.0,147.56,5843.32,5843.32,over_exploited,23403.0,22142.0,0.0,2023,Unknown
nindra,1090.8,2592.52,2592.52,0.0,2174.64,2174.64,semi_critical,9930.0,8924.0,0.0,2023,Unknown
bucchireddipalem,1091.3,6194.15,0.0,6194.15,1886.93,,safe,11848.0,0.0,11738.0,2023,Unknown
tadikonda,809.9,2630.44,0.68,1241.18,151.31,0.0,safe,19415.8214,15.0,5022.9663,2023,Unknown
thotapalligudur,1178.8,6101.13,0.0,6101.13,1830.49,,safe,15680.45,0.0,15680.45,2023,Andhra Pradesh
chinaganjam,936.8,3129.46,2387.41,0.0,270.48,265.87,safe,17188.0,13619.0,0.0,2023,Unknown
anantapur rural,579.7,3091.56,2495.49,596.07,568.34,555.53,safe,26167.0,23556.0,2595.0,2023,Andhra Pradesh
undi,1340.8,7993.43,0.0,0.0,51.01,,salinity,12921.0,0.0,0.0,2023,Unknown
rangampeta,1070.3,3175.54,915.93,2259.61,2236.85,454.61,semi_critical,14510.0,4492.03,10016.35,2023,Unknown
gollaprolu,839.7,5598.91,1506.52,4087.39,625.6,338.98,safe,12154.0,5557.93,6504.81,2023,Unknown
ganapavaram,1120.0,8186.23,0.0,0.0,1.8,,salinity,9995.0,0.0,0.0,2023,Unknown
buchinaidu khandri,1258.5,5630.01,145.25,5484.76,1007.07,14.86,safe,25737.0,785.0,24597.0,2023,Unknown
kukunoor,1549.5,12077.87,8713.85,3364.02,1112.93,734.64,safe,35079.3,30130.4355,1224.51,2023,Unknown
rayadurg,525.9,3675.82,3356.6,319.22,1331.92,1247.88,safe,36431.0,28923.0,3138.0,2023,Chhattisgarh
nathavaram,1296.0,6292.32,4633.73,1658.59,477.45,475.25,safe,28864.0,14731.0,4685.0,2023,Unknown
nuzvid,975.1,3810.08,1404.42,2405.66,1128.37,683.85,safe,23710.8,11403.6,11262.2,2023,Unknown
obulavaripalle,846.4,1863.99,1386.62,477.37,1025.53,747.16,safe,24211.0,14035.0,4916.0,2023,Unknown
rajampet,795.2,2032.85,845.47,1187.38,1261.15,536.41,safe,31502.0,13183.0,15189.0,2023,Unknown
routhulapudi,1273.65178676025,5107.53,5101.41,0.0,1035.69,1035.69,safe,18727.8,15791.99,0.0,2023,Unknown
palacole,1334.9,6481.5,0.0,0.0,48.65,,salinity,8664.65,0.0,0.0,2023,Unknown
konakanamitla,771.0,3715.71,3715.71,0.0,1224.8,1224.8,safe,48820.0,45715.0,0.0,2023,Unknown
machavaram,719.5,4722.94,0.0,4722.94,1614.57,,safe,20112.5858,0.0,19523.5858,2023,Unknown
maredumilli,1345.1,3721.33,3721.33,0.0,34.72,34.72,safe,91396.0,26735.39,0.0,2023,Unknown
galiveedu,728.9,3483.73,1440.34,2043.39,744.69,306.16,safe,35602.0,13670.0,17817.0,2023,Unknown
pusapatirega,1018.9,7276.07,398.07,6857.28,3771.53,1.0,safe,12781.0,751.31,11152.85,2023,Unknown
yemmiganur,645.459175725558,3418.62,1143.99,2274.63,1412.1,667.68,safe,30591.0,12981.0,16548.0,2023,Unknown
vemuru,942.8,5965.9,0.0,5965.9,892.37,,safe,10327.0,0.0,10327.0,2023,Unknown
ojili,1088.3,4507.74,4507.74,0.0,1385.76,1385.76,safe,24181.980722,24111.980722,0.0,2023,Unknown
thallapudi,1264.89149396845,3006.39,2526.56,479.83,1159.7,1142.73,safe,10037.0,7072.0,2627.0,2023,Unknown
garividi,1131.2,4783.59,4003.46,780.13,1904.32,1904.32,safe,13971.0,13673.19,0.0,2023,Unknown
varikuntapadu,884.6,3004.41,3004.41,0.0,967.8,967.8,safe,34208.99,33148.9900000001,0.0,2023,Unknown
obuladevaracheruvu,606.7,2195.62,2195.62,0.0,1060.3,1060.3,safe,23098.0,20694.0,0.0,2023,Unknown
pullalacheruvu,615.943063654302,2004.71,1869.14,135.57,3657.06,3013.92,over_exploited,64565.0,39128.0,5975.0,2023,Unknown
vajrakarur,517.0,4582.77,3867.05,715.72,735.37,713.72,safe,44063.0,30956.0,5960.0,2023,Unknown
chadrasekarapuram,779.0,3324.82,3324.82,0.0,789.6,789.6,safe,53274.0,32918.0,0.0,2023,Unknown
sullurpeta,1331.43,11439.29,11373.57,0.0,1515.7,1515.7,safe,40079.511794,39767.511794,0.0,2023,Unknown
nellore urban,1140.9,8664.79,1337.69,7327.1,2830.69,250.85,safe,35171.1668571429,6826.16685714286,27785.0,2023,Andhra Pradesh
podlakur,1064.6,8004.51,3407.23,4597.28,1459.75,953.26,safe,43660.768888888895,23358.8002777778,20027.9686111111,2023,Unknown
markapur,724.6,2317.51,2317.51,0.0,1973.53,1973.53,semi_critical,34759.0,27253.0,0.0,2023,Unknown
thadepalle,876.8,3132.5,24.51,3107.99,1026.05,0.0,safe,7989.9375,554.0,6112.9375,2023,Unknown
brahmasamudram,529.6,4147.81,4139.37,8.44,1157.51,1157.51,safe,28957.0,27256.0,0.0,2023,Unknown
varadaiahpalem,1148.32,5252.08,1501.48,3750.6,1072.29,188.63,safe,22666.0,12281.0,10335.0,2023,Unknown
unguturu,885.9,11022.7,0.0,11022.7,3284.83,,safe,15225.0,0.0,15225.0,2023,Unknown
agali,599.7,2296.58,2269.94,26.64,2179.06,2179.06,critical,12342.0,12297.0,0.0,2023,Karnataka
srikalahasti,1279.16,7507.03,7507.03,0.0,2974.09,2974.09,safe,32658.0,31315.0,0.0,2023,Unknown
kurichedu,499.713923763425,1538.94,1400.9,138.04,587.43,472.6,safe,29428.0,17095.0,9349.0,2023,Unknown
bhimadole,883.1,7318.48,2173.51,5144.97,1849.09,1608.96,safe,21652.0,8424.58,13227.42,2023,Unknown
peddamandyam,636.1,2617.61,2617.61,0.0,827.4,827.4,safe,25864.0,22089.0,0.0,2023,Unknown
veldurthi (kurnool),583.0,1891.04,1891.04,0.0,624.27,624.27,safe,33462.0,29551.0,0.0,2023,Andhra Pradesh
orvakal,580.0,1519.03,1519.03,0.0,1012.33,1012.33,semi_critical,37172.0,33082.0,0.0,2023,Unknown
vizianagaram mandal,1137.7,4245.45,2081.58,2163.87,492.67,492.67,safe,11980.0,11679.49,0.0,2023,Andhra Pradesh
chintha kommadinne,585.9,3116.22,59.86,3056.36,860.42,11.66,safe,57870.0,498.0,40478.0,2023,Unknown
kaviti,1321.3,3056.53,2861.71,0.0,752.72,752.72,safe,11798.85008,9931.25188,0.0,2023,Unknown
chintur,1313.5,11402.01,11402.01,0.0,113.19,113.19,safe,95529.2236473193,61642.1181473193,0.0,2023,Unknown
penumuru,842.5,1976.94,1976.94,0.0,1352.95,1352.95,semi_critical,13505.0,11745.0,0.0,2023,Unknown
pedda kadubur,676.0,4486.68,706.86,3779.82,1017.9,446.87,safe,21653.0,7033.0,13229.0,2023,Unknown
kurnool rural,703.0,1941.64,1941.64,0.0,642.71,642.71,safe,33817.0,30634.0,0.0,2023,Andhra Pradesh
pedabayalu,1310.1,9712.04000000001,9712.04000000001,0.0,173.2,173.2,safe,43376.14169,25407.55464,0.0,2023,Unknown
karempudi,775.7,5634.15,212.59,5421.56,1930.18,21.38,safe,23846.8034,4004.0637,16270.7397,2023,Unknown
naguluppalapadu,859.032532215986,2906.05,2851.7,13.22,329.77,307.47,safe,25298.0,21885.0,740.0,2023,Unknown
