place,rainfall,groundwater_refilled_total,groundwater_refilled_nonirrigated,groundwater_refilled_irrigated,groundwater_used_total,groundwater_used_nonirrigated,groundwater_status,land_total,land_nonirrigated,land_irrigated,year,state
shahabad,816.35,11705.27,0.0,11705.27,7043.65,,safe,32580.0,0.0,32580.0,2023,Unknown
bankata,1019.38,7481.57,0.0,7481.57,4335.68,,safe,14029.0,0.0,14029.0,2023,Unknown
kheragarh,614.65,6008.92,0.0,6008.92,5289.47,,critical,24420.0,0.0,24420.0,2023,Unknown
mahasi,1158.8,9470.0,0.0,9470.0,5475.73,,safe,37660.0,0.0,37660.0,2023,Unknown
todarpur,816.35,9966.45,0.0,9966.45,5753.64,,safe,30280.0,0.0,30280.0,2023,Unknown
sidhauli,991.26,9105.8,0.0,9105.8,5315.02,,safe,26081.0,0.0,26081.0,2023,Unknown
unchagaon,673.13,5836.41,0.0,5836.41,5038.61,,critical,14837.0,0.0,14837.0,2023,Unknown
phulbehar,1130.0,14092.6,0.0,14092.6,7446.91,,safe,42962.0,0.0,42962.0,2023,Unknown
vishunpurwa,1112.0,15587.01,0.0,15587.01,7833.03,,safe,21770.0,0.0,21770.0,2023,Unknown
deoria sadar,1019.38,11591.35,0.0,11591.35,6411.75,,safe,18885.0,0.0,18885.0,2023,Unknown
garh,788.32,18314.82,0.0,18314.82,17172.61,,critical,34625.0,0.0,34625.0,2023,Assam
pahari,943.2,10308.81,0.0,10308.81,7810.7,,semi_critical,58483.0,0.0,58483.0,2023,Unknown
behjam,1130.0,17380.43,0.0,17380.43,10473.33,,safe,32619.0,0.0,32619.0,2023,Unknown
bawan,816.35,11114.87,0.0,11114.87,6240.57,,safe,35760.0,0.0,35760.0,2023,Haryana
tahbarpur,913.93,6556.61,0.0,6556.61,3395.2,,safe,17626.0,0.0,17626.0,2023,Unknown
bhadaiyan,887.59,5869.89,0.0,5869.89,3373.68,,safe,21123.0,0.0,21123.0,2023,Unknown
sefai,587.48,7681.42,0.0,7681.42,2981.85,,safe,20880.0,0.0,20880.0,2023,Unknown
dadrol,898.18,8782.49,0.0,8782.49,5459.03,,safe,31033.0,0.0,31033.0,2023,Unknown
brahmpur,1338.3,11157.53,0.0,11157.53,6239.48,,safe,17955.0,0.0,17955.0,2023,Unknown
holagarh,843.09,5460.58,0.0,5460.58,3078.96,,safe,11240.0,0.0,11240.0,2023,Unknown
niyamatabad,949.06,5961.62,0.0,5961.62,3384.26,,safe,16437.0,0.0,16437.0,2023,Unknown
mursan,618.98,6154.41,0.0,6154.41,7434.77,,over_exploited,23479.0,0.0,23479.0,2023,Unknown
tarkulwa,1019.38,6938.58,0.0,6938.58,3884.02,,safe,9775.0,0.0,9775.0,2023,Unknown
harringtanganj,952.71,6515.19,0.0,6515.19,3486.74,,safe,21890.0,0.0,21890.0,2023,Unknown
kadipur,887.59,5516.79,0.0,5516.79,2685.49,,safe,15285.0,0.0,15285.0,2023,Unknown
seohara (budhanpur),1053.5,10229.44,0.0,10229.44,7059.64,,semi_critical,26153.0,0.0,26153.0,2023,Unknown
karanda,853.77,4188.52,0.0,4188.52,2458.91,,safe,15437.0,0.0,15437.0,2023,Unknown
padrauna,1112.0,15503.89,0.0,15503.89,7255.6,,safe,29534.0,0.0,29534.0,2023,Unknown
fatehpur sikri,614.65,10054.49,0.0,10054.49,10448.03,,over_exploited,29132.0,0.0,29132.0,2023,Unknown
lakhaothi,673.13,8886.15,0.0,8886.15,6363.99,,semi_critical,19420.0,0.0,19420.0,2023,Unknown
bankati,1110.78,5234.01,0.0,5234.01,3073.19,,safe,18581.0,0.0,18581.0,2023,Unknown
babina,764.99,6428.47,0.0,6428.47,5312.62,,semi_critical,56947.0,0.0,46198.0,2023,Unknown
budhana,869.1,7459.99,0.0,7459.99,6858.49,,critical,30470.0,0.0,30470.0,2023,Unknown
bisanda,943.2,10649.03,0.0,10649.03,5390.72,,safe,47476.0,0.0,47476.0,2023,Unknown
deoband,1102.65,14033.18,0.0,14033.18,9749.93,,semi_critical,28398.0,0.0,28398.0,2023,Unknown
sarwan khera,670.38,7027.41,0.0,7027.41,5636.85,,semi_critical,29938.0,0.0,29938.0,2023,Unknown
muzaffarnagar,869.1,8289.29,0.0,8289.29,7394.17,,critical,22485.0,0.0,22485.0,2023,Unknown
harahua,925.78,5140.99,0.0,5140.99,5010.63,,over_exploited,14117.0,0.0,14117.0,2023,Unknown
bansi,1158.57,6400.69,0.0,6400.69,4138.9,,safe,19189.0,0.0,19189.0,2023,Unknown
lakhimpur,1130.0,13693.81,0.0,13693.81,7423.84,,safe,33317.0,0.0,33317.0,2023,Unknown
bhatparani,1019.38,8090.96,0.0,8090.96,4542.01,,safe,13491.0,0.0,13491.0,2023,Unknown
chhata,556.89,17759.2,0.0,17759.2,10792.2,,safe,42089.0,0.0,42089.0,2023,Unknown
aligarh city,667.47,2122.33,0.0,2122.33,4616.21,,over_exploited,15797.0,0.0,15797.0,2023,Uttar Pradesh
tappal,667.47,8102.28,0.0,8102.28,4863.75,,safe,37219.0,0.0,37219.0,2023,Unknown
rudrapur,1019.38,11473.07,0.0,11473.07,7129.67,,safe,21178.0,0.0,21178.0,2023,Unknown
barnahal,659.74,4931.45,0.0,4931.45,6073.97,,over_exploited,21035.0,0.0,21035.0,2023,Unknown
amaria,1244.84,16852.51,0.0,16852.51,9411.86,,safe,39886.0,0.0,39886.0,2023,Unknown
sandila,816.35,8174.49,0.0,8174.49,5306.1,,safe,30203.0,0.0,30203.0,2023,Unknown
sarurpur,856.89,3873.89,0.0,3873.89,2555.36,,semi_critical,19220.0,0.0,19220.0,2023,Unknown
agauta,673.13,9976.0,0.0,9976.0,6081.38,,safe,15246.0,0.0,15246.0,2023,Bihar
hanumanganj brahmin,922.03,4593.1,0.0,4593.1,2585.54,,safe,15154.0,0.0,15154.0,2023,Unknown
jamalpur,1003.2,9248.69,0.0,9248.69,4883.26,,safe,26462.0,0.0,23332.0,2023,Unknown
kon,1003.2,1575.37,0.0,1575.37,1445.93,,critical,9670.0,0.0,9670.0,2023,Nagaland
bulandshahar,673.13,7634.9,0.0,7634.9,8937.57,,over_exploited,17000.0,0.0,17000.0,2023,Unknown
chandaus,667.47,7406.96,0.0,7406.96,5877.63,,semi_critical,32089.0,0.0,32089.0,2023,Unknown
chhibramau,714.62,8386.74,0.0,8386.74,6976.92,,semi_critical,34546.0,0.0,34546.0,2023,Unknown
jahangirgani,1013.3,7291.96,0.0,7291.96,4151.89,,safe,21944.0,0.0,21944.0,2023,Unknown
kotwali,1053.5,22927.38,0.0,22927.38,14359.07,,safe,57427.0,0.0,57427.0,2023,Unknown
siddhaur,978.39,15515.78,0.0,15515.78,7948.24,,safe,27246.0,0.0,27246.0,2023,Unknown
chittaura,1158.8,14130.93,0.0,14130.93,8788.98,,safe,31701.0,0.0,31701.0,2023,Unknown
kurwar,887.59,8302.47,0.0,8302.47,4576.93,,safe,21407.0,0.0,21407.0,2023,Unknown
amaniganj,952.71,10313.1,0.0,10313.1,5366.36,,safe,24750.0,0.0,24750.0,2023,Unknown
sahpau,618.98,6432.5,0.0,6432.5,6132.42,,over_exploited,17631.0,0.0,17631.0,2023,Unknown
chakaranagar,587.48,5028.43,0.0,5028.43,2501.82,,safe,38148.0,0.0,38148.0,2023,Unknown
urua,1338.3,8434.91,0.0,8434.91,4918.12,,safe,18111.0,0.0,18111.0,2023,Unknown
harak,978.39,12519.07,0.0,12519.07,7742.5,,safe,22495.0,0.0,22495.0,2023,Unknown
saidabad,843.09,5892.53,0.0,5892.53,4438.34,,semi_critical,19142.0,0.0,19142.0,2023,Unknown
parara,709.6,5102.3,0.0,5102.3,3311.03,,semi_critical,26926.0,0.0,26926.0,2023,Unknown
marihan,1003.2,5060.42,0.0,5060.42,2541.58,,safe,56610.0,0.0,19474.0,2023,Unknown
chanbey,1003.2,4145.68,0.0,4145.68,2723.88,,safe,35597.0,0.0,27123.0,2023,Unknown
patiyali,724.77,9657.36,0.0,9657.36,6503.18,,semi_critical,21259.0,0.0,21259.0,2023,Unknown
fatehganj,877.86,6341.22,0.0,6341.22,4813.21,,semi_critical,17508.0,0.0,17508.0,2023,Unknown
aurraiya,624.88,14560.43,0.0,14560.43,8873.87,,safe,44465.0,0.0,44465.0,2023,Unknown
umarda,714.62,18440.1,0.0,18440.1,5848.99,,safe,52723.0,0.0,52723.0,2023,Unknown
naugarh,949.06,2454.71,0.0,2454.71,1375.89,,safe,21119.0,0.0,21119.0,2023,Unknown
bar,909.89,5038.2,0.0,5038.2,3681.14,,semi_critical,68620.0,0.0,45631.0,2023,Assam
jasrana,656.92,10974.11,0.0,10974.11,7952.63,,semi_critical,22984.0,0.0,22984.0,2023,Unknown
gulaothi,673.13,5974.8,0.0,5974.8,6843.85,,over_exploited,11943.0,0.0,11943.0,2023,Unknown
bilaspur,1051.61,25741.15,0.0,25741.15,14682.84,,safe,52251.0,0.0,52251.0,2023,Chhattisgarh
masodha,952.71,8527.91,0.0,8527.91,5249.03,,safe,20718.0,0.0,20718.0,2023,Unknown
pihani,816.35,12279.4,0.0,12279.4,7509.08,,safe,33490.0,0.0,33490.0,2023,Unknown
fakharpur,1158.8,10242.92,0.0,10242.92,5142.28,,safe,34530.0,0.0,34530.0,2023,Unknown
gangiri,667.47,8747.83,0.0,8747.83,6894.03,,semi_critical,34304.0,0.0,34304.0,2023,Unknown
deomai,746.9,7712.03,0.0,7712.03,5117.89,,safe,26880.0,0.0,26880.0,2023,Unknown
babhani,973.09,2820.42,0.0,2820.42,1375.88,,safe,60418.0,0.0,20142.0,2023,Unknown
nawa nagar,922.03,6213.61,0.0,6213.61,3466.55,,safe,18203.0,0.0,18203.0,2023,Unknown
haswa,746.9,8082.36,0.0,8082.36,5003.3,,safe,27499.0,0.0,27499.0,2023,Unknown
barokhar,943.2,9583.92,0.0,9583.92,5738.52,,safe,67162.0,0.0,67162.0,2023,Unknown
tilhar,898.18,7287.37,0.0,7287.37,4029.15,,safe,21257.0,0.0,21257.0,2023,Unknown
myorpur,973.09,6518.59,0.0,6518.59,2912.98,,safe,128045.0,0.0,35117.0,2023,Unknown
harpalpur,816.35,6824.7,0.0,6824.7,3554.4,,safe,32030.0,0.0,32030.0,2023,Unknown
nakur,1102.65,12049.25,0.0,12049.25,12150.9,,over_exploited,34063.0,0.0,34063.0,2023,Unknown
sarsawa,1102.65,13221.62,0.0,13221.62,15551.68,,over_exploited,34950.0,0.0,34950.0,2023,Unknown
salaon,748.3,9466.01,0.0,9466.01,3906.09,,safe,28025.0,0.0,28025.0,2023,Unknown
kanth,898.18,7209.47,0.0,7209.47,4138.27,,safe,22017.0,0.0,22017.0,2023,Unknown
kunda,837.75,10822.95,0.0,10822.95,6663.94,,safe,19045.0,0.0,19045.0,2023,Unknown
asmoli,784.54,5355.29,0.0,5355.29,4306.95,,semi_critical,26676.0,0.0,26676.0,2023,Unknown
rani ki sarai,913.93,5817.9,0.0,5817.9,3332.52,,safe,13901.0,0.0,13901.0,2023,Unknown
sevapuri,925.78,6147.41,0.0,6147.41,4360.18,,semi_critical,16913.0,0.0,16913.0,2023,Odisha
gagaha,1338.3,7725.96,0.0,7725.96,4796.31,,safe,15357.0,0.0,15357.0,2023,Unknown
ghazipur,853.77,4349.45,0.0,4349.45,2324.32,,safe,15939.0,0.0,15939.0,2023,Unknown
meerut,856.89,3959.63,0.0,3959.63,3006.29,,semi_critical,14675.0,0.0,14675.0,2023,Uttar Pradesh
katra bazar,1047.0,6911.79,0.0,6911.79,3923.23,,safe,25972.0,0.0,25972.0,2023,Unknown
gang muradabad,765.68,9257.46,0.0,9257.46,5521.17,,safe,24433.0,0.0,24433.0,2023,Unknown
araziline,925.78,6410.53,0.0,6410.53,6113.71,,over_exploited,21886.0,0.0,21886.0,2023,Unknown
khorabar,1338.3,8572.8,0.0,8572.8,5042.38,,safe,16061.0,0.0,16061.0,2023,Unknown
fatehpur madraun,897.3,7190.23,0.0,7190.23,4002.25,,safe,24982.0,0.0,24982.0,2023,Unknown
aliganj,658.23,10524.36,0.0,10524.36,8140.45,,semi_critical,33984.0,0.0,33984.0,2023,Bihar
gondlamau,991.26,9659.1,0.0,9659.1,4274.67,,safe,32609.0,0.0,32609.0,2023,Unknown
khutahan,901.72,6478.53,0.0,6478.53,3954.94,,safe,19484.0,0.0,19484.0,2023,Unknown
jansath,869.1,18745.14,0.0,18745.14,10614.03,,safe,48218.0,0.0,48218.0,2023,Unknown
rampura,687.2,6026.38,0.0,6026.38,3326.89,,safe,27547.0,0.0,27547.0,2023,Unknown
kurebhar,887.59,10480.47,0.0,10480.47,5214.6,,safe,22188.0,0.0,22188.0,2023,Unknown
gosaiganj,879.83,10749.26,0.0,10749.26,6390.51,,safe,27721.0,0.0,27721.0,2023,Unknown
sardhana,856.89,6634.53,0.0,6634.53,3848.52,,safe,18219.0,0.0,18219.0,2023,Unknown
sangaipur,837.75,7297.75,0.0,7297.75,4492.95,,safe,19613.0,0.0,19613.0,2023,Unknown
gaur,1110.78,6682.91,0.0,6682.91,3655.38,,safe,23946.0,0.0,23946.0,2023,Rajasthan
simbholi,788.32,12827.65,0.0,12827.65,11216.3,,critical,23010.0,0.0,23010.0,2023,Unknown
dudhi,973.09,4323.81,0.0,4323.81,2992.45,,semi_critical,59454.69,0.0,18306.69,2023,Unknown
pardaha,897.3,3526.37,0.0,3526.37,2220.56,,safe,15644.0,0.0,15644.0,2023,Unknown
bisheshwarganj,1158.8,11947.17,0.0,11947.17,6773.08,,safe,25595.0,0.0,25595.0,2023,Unknown
jagat,784.54,4946.08,0.0,4946.08,3806.87,,semi_critical,28261.0,0.0,28261.0,2023,Unknown
ajitmal,624.9,7688.1,0.0,7688.1,4832.86,,safe,22120.0,0.0,22120.0,2023,Bihar
awagarh,658.23,12154.12,0.0,12154.12,6938.36,,safe,29063.0,0.0,29063.0,2023,Unknown
govardhan,556.89,15161.86,0.0,15161.86,9331.43,,safe,37251.0,0.0,37251.0,2023,Unknown
babaganj,837.75,11757.2,0.0,11757.2,7071.48,,safe,24963.0,0.0,24963.0,2023,Unknown
eka,656.92,14338.26,0.0,14338.26,9624.08,,semi_critical,36151.0,0.0,36151.0,2023,Karnataka
sirathu,846.45,8434.93,0.0,8434.93,5639.42,,semi_critical,34233.0,0.0,34233.0,2023,Unknown
suriyawan,949.6,4976.07,0.0,4976.07,3879.89,,semi_critical,12001.0,0.0,11684.0,2023,Unknown
sambhal,784.54,6687.84,0.0,6687.84,5569.01,,critical,34884.0,0.0,34884.0,2023,Unknown
khatauli,869.1,17262.48,0.0,17262.48,10111.13,,safe,30743.0,0.0,30743.0,2023,Unknown
milak,1051.61,13741.14,0.0,13741.14,8439.61,,safe,41081.0,0.0,41081.0,2023,Unknown
isanagar,1130.0,11389.31,0.0,11389.31,6583.52,,safe,38437.0,0.0,38437.0,2023,Unknown
bhadaura,853.77,7938.81,0.0,7938.81,2916.16,,safe,20923.0,0.0,20923.0,2023,Unknown
bisrakh,537.16,13104.64,0.0,13104.64,16797.27,,over_exploited,33225.0,0.0,33225.0,2023,Unknown
afzalgarh,1053.5,16143.88,0.0,16143.88,10019.83,,safe,55573.0,0.0,55573.0,2023,Uttar Pradesh
sakran,991.26,7989.25,0.0,7989.25,4387.62,,safe,30855.0,0.0,30855.0,2023,Unknown
phulpur,913.93,6855.37,0.0,6855.37,3290.87,,safe,19120.0,0.0,19120.0,2023,Unknown
ganjdundwara,724.77,8797.77,0.0,8797.77,6671.46,,semi_critical,20706.0,0.0,20706.0,2023,Unknown
barhpur,753.48,3761.23,0.0,3761.23,2857.01,,semi_critical,16425.0,0.0,16425.0,2023,Unknown
risiya,1158.8,11455.24,0.0,11455.24,6345.4,,safe,26877.0,0.0,26877.0,2023,Unknown
mungra badshahpur,901.72,7307.16,0.0,7307.16,3872.17,,safe,22240.0,0.0,22240.0,2023,Unknown
khalilabad,1253.92,5630.64,0.0,5630.64,2952.15,,safe,17378.0,0.0,17378.0,2023,Unknown
bhatni,1019.38,7548.89,0.0,7548.89,4382.5,,safe,14678.0,0.0,14678.0,2023,Unknown
palhana,913.93,4613.38,0.0,4613.38,2712.93,,safe,14289.0,0.0,14289.0,2023,Unknown
usawan,784.54,5798.59,0.0,5798.59,3660.09,,safe,31858.0,0.0,31858.0,2023,Unknown
malihabad,879.83,7356.44,0.0,7356.44,4654.74,,semi_critical,22899.0,0.0,22899.0,2023,Unknown
moradabad,902.59,6893.03,0.0,6893.03,5533.33,,semi_critical,17349.0,0.0,17349.0,2023,Uttar Pradesh
mitauli,1130.0,19004.38,0.0,19004.38,11048.52,,safe,45961.0,0.0,45961.0,2023,Unknown
bilhaur,709.6,7414.25,0.0,7414.25,5658.87,,semi_critical,30933.0,0.0,30933.0,2023,Unknown
bhitaura,746.9,12819.08,0.0,12819.08,13886.65,,over_exploited,34418.0,0.0,34418.0,2023,Unknown
rajpura,856.89,5006.29,0.0,5006.29,4046.42,,semi_critical,19061.0,0.0,19061.0,2023,Unknown
bhadar,853.0,6317.15,0.0,6317.15,4227.18,,semi_critical,15921.0,0.0,15921.0,2023,Unknown
bhagalpur,1019.38,8142.81,0.0,8142.81,4838.91,,safe,14677.0,0.0,14677.0,2023,Bihar
kabrai,809.7,13183.35,0.0,13183.35,9586.58,,semi_critical,70323.0,0.0,70323.0,2023,Unknown
nautanwa,1389.1,10837.56,0.0,10837.56,5860.51,,safe,26800.0,0.0,26800.0,2023,Unknown
colonelganj,1047.0,5343.76,0.0,5343.76,2979.54,,safe,22190.0,0.0,22190.0,2023,Unknown
hariharpur rani,1184.51,11191.52,0.0,11191.52,6373.69,,safe,36377.0,0.0,36377.0,2023,Unknown
handia,843.09,5010.79,0.0,5010.79,3053.14,,safe,17052.0,0.0,17052.0,2023,Unknown
pisawan,991.26,10419.84,0.0,10419.84,5876.35,,safe,40649.0,0.0,40649.0,2023,Unknown
rupaidiha,1047.0,11616.96,0.0,11616.96,6276.1,,safe,29282.0,0.0,29282.0,2023,Unknown
bhojpura,877.86,9063.97,0.0,9063.97,5522.81,,safe,31188.0,0.0,31188.0,2023,Unknown
tejwapur,1158.8,8900.68,0.0,8900.68,4839.03,,safe,26634.0,0.0,26634.0,2023,Unknown
lakshamanpur,837.75,7511.3,0.0,7511.3,5377.61,,semi_critical,18940.0,0.0,18940.0,2023,Unknown
mauranipur,764.99,7210.36,0.0,7210.36,5283.07,,semi_critical,50833.0,0.0,49873.0,2023,Unknown
khadda,1112.0,14738.43,0.0,14738.43,5541.78,,safe,32380.0,0.0,32380.0,2023,Unknown
aspur deosara,837.75,7483.81,0.0,7483.81,4593.82,,safe,21207.0,0.0,21207.0,2023,Unknown
mallawan,816.35,7061.28,0.0,7061.28,3664.54,,safe,21820.0,0.0,21820.0,2023,Unknown
city,1003.2,4936.27,0.0,4936.27,3849.17,,semi_critical,27356.0,0.0,21644.0,2023,Gujarat
barkhera,1244.84,12564.97,0.0,12564.97,7386.45,,safe,32075.0,0.0,32075.0,2023,Unknown
bhanwarkol,853.77,5559.92,0.0,5559.92,3411.86,,safe,25123.0,0.0,25123.0,2023,Unknown
sikhar,1003.2,3267.81,0.0,3267.81,2536.02,,semi_critical,11580.0,0.0,11580.0,2023,Unknown
bihar,837.75,11270.71,0.0,11270.71,5753.59,,safe,23509.0,0.0,23509.0,2023,Unknown
kakori,879.83,7987.07,0.0,7987.07,3033.28,,safe,21246.0,0.0,21246.0,2023,Unknown
barauli ahir,614.65,5742.46,0.0,5742.46,8999.35,,over_exploited,23894.0,0.0,23894.0,2023,Unknown
sandwa chandika,837.75,9178.08,0.0,9178.08,8563.37,,critical,26513.0,0.0,26513.0,2023,Unknown
mankapur,1047.0,9538.33,0.0,9538.33,5005.3,,safe,29272.0,0.0,29272.0,2023,Unknown
belsar,1047.0,6749.12,0.0,6749.12,4122.12,,safe,28434.0,0.0,28434.0,2023,Unknown
mohammadpur,913.93,7388.59,0.0,7388.59,3366.67,,safe,19192.0,0.0,19192.0,2023,Unknown
rudhauli,1110.78,3306.87,0.0,3306.87,2061.13,,safe,11587.0,0.0,11587.0,2023,Unknown
mohammadabad,853.77,3796.77,0.0,3796.77,2377.93,,safe,17373.0,0.0,17373.0,2023,Unknown
jaleelpur,1053.5,13118.35,0.0,13118.35,11051.68,,critical,38108.0,0.0,38108.0,2023,Unknown
kumbhigola,1130.0,14041.17,0.0,14041.17,8197.58,,safe,38746.0,0.0,38746.0,2023,Unknown
ghughuli,1389.1,8391.93,0.0,8391.93,4789.37,,safe,18390.0,0.0,18390.0,2023,Unknown
kaisarganj,1158.8,7117.83,0.0,7117.83,3968.18,,safe,24103.0,0.0,24103.0,2023,Unknown
hasayan,618.98,17819.02,0.0,17819.02,10860.69,,safe,32740.0,0.0,32740.0,2023,Unknown
bamaur,764.99,10891.12,0.0,10891.12,5763.94,,safe,61858.0,0.0,47610.0,2023,Unknown
nehtaur (aaku),1053.5,7618.07,0.0,7618.07,5190.15,,semi_critical,23078.0,0.0,23078.0,2023,Unknown
soraon,843.09,4170.27,0.0,4170.27,2444.87,,safe,13245.0,0.0,13245.0,2023,Unknown
jamunaha,1184.51,11810.71,0.0,11810.71,6695.91,,safe,36241.0,0.0,36241.0,2023,Unknown
kakwan,709.6,6338.23,0.0,6338.23,3427.56,,safe,16178.0,0.0,16178.0,2023,Gujarat
muftiganj,901.72,5566.11,0.0,5566.11,4636.95,,semi_critical,13124.0,0.0,13124.0,2023,Unknown
chhapia,1047.0,6552.11,0.0,6552.11,3816.72,,safe,20762.0,0.0,20762.0,2023,Unknown
thakurdwara,902.59,12870.67,0.0,12870.67,6999.08,,safe,31795.0,0.0,31795.0,2023,Unknown
nighasan,1130.0,20167.94,0.0,20167.94,10478.91,,safe,68672.0,0.0,68672.0,2023,Unknown
nichlaul,1389.1,15843.42,0.0,15843.42,9758.44,,safe,32130.0,0.0,32130.0,2023,Unknown
bhagatpur,902.59,6101.3,0.0,6101.3,3663.09,,safe,22670.0,0.0,22670.0,2023,Unknown
biswan,991.26,12500.53,0.0,12500.53,6532.28,,safe,36006.0,0.0,36006.0,2023,Unknown
saughat,1110.78,5621.1,0.0,5621.1,3502.9,,safe,19061.0,0.0,19061.0,2023,Unknown
bhiti,1013.3,5814.79,0.0,5814.79,3659.0,,safe,20976.0,0.0,20976.0,2023,Unknown
jaswantnagar,587.48,6456.58,0.0,6456.58,3511.39,,safe,26300.0,0.0,26300.0,2023,Unknown
gangoh,1102.65,14620.48,0.0,14620.48,19790.1,,over_exploited,39823.0,0.0,39823.0,2023,Unknown
amraudha,670.38,7886.44,0.0,7886.44,3779.06,,safe,36934.0,0.0,36934.0,2023,Unknown
pawansa,784.54,6858.6,0.0,6858.6,6128.86,,critical,33773.0,0.0,33773.0,2023,Unknown
chandauli,949.06,8084.33,0.0,8084.33,4464.55,,safe,18581.0,0.0,18581.0,2023,Unknown
baksha,901.72,5282.83,0.0,5282.83,3291.22,,safe,18044.0,0.0,18044.0,2023,Unknown
shivgarh,748.3,6999.26,0.0,6999.26,4284.16,,safe,19527.0,0.0,19527.0,2023,Unknown
asoha,765.68,10992.9,0.0,10992.9,5951.93,,safe,29225.0,0.0,29225.0,2023,Unknown
karchana,843.09,8086.9,0.0,8086.9,5012.57,,safe,23281.0,0.0,23281.0,2023,Unknown
sakit,658.23,11658.53,0.0,11658.53,7100.22,,safe,38340.0,0.0,38340.0,2023,Unknown
kaimganj,753.48,9396.94,0.0,9396.94,5956.57,,safe,34723.0,0.0,34723.0,2023,Unknown
kannauj,714.62,4853.52,0.0,4853.52,4548.37,,critical,30517.0,0.0,30517.0,2023,Unknown
bangra,764.99,5909.51,0.0,5909.51,4675.52,,semi_critical,54064.0,0.0,49225.0,2023,Unknown
jagner,614.65,4361.52,0.0,4361.52,3012.38,,semi_critical,30393.0,0.0,30393.0,2023,Unknown
bhadpura,877.86,7513.7,0.0,7513.7,4569.94,,safe,23563.0,0.0,23563.0,2023,Unknown
birdpur,1158.57,7139.37,0.0,7139.37,3783.46,,safe,16249.0,0.0,16249.0,2023,Unknown
nagawa,973.09,2781.12,0.0,2781.12,1688.91,,safe,90092.0,0.0,9100.0,2023,Unknown
bahua,746.9,9240.3,0.0,9240.3,5685.31,,safe,28037.0,0.0,28037.0,2023,Unknown
gauriganj,853.0,8006.9,0.0,8006.9,4880.72,,safe,20791.0,0.0,20791.0,2023,Unknown
sadabad,618.98,9605.6,0.0,9605.6,6874.82,,semi_critical,29096.0,0.0,29096.0,2023,Unknown
amauli,746.9,5639.13,0.0,5639.13,4002.01,,semi_critical,34959.0,0.0,34959.0,2023,Unknown
pharenda,1389.1,6355.08,0.0,6355.08,3886.97,,safe,16530.0,0.0,16530.0,2023,Unknown
mohamadabad,753.48,7319.85,0.0,7319.85,5733.89,,semi_critical,41006.0,0.0,41006.0,2023,Unknown
jagir,659.74,7533.86,0.0,7533.86,5436.63,,semi_critical,21192.0,0.0,21192.0,2023,Unknown
haraiya,913.93,6761.6,0.0,6761.6,3565.68,,safe,26391.0,0.0,26391.0,2023,Unknown
kerakat,901.72,5013.79,0.0,5013.79,4061.34,,semi_critical,16076.0,0.0,16076.0,2023,Unknown
kairana,869.1,9370.83,0.0,9370.83,8283.11,,critical,23878.0,0.0,23878.0,2023,Unknown
bhatahat,1338.3,8731.07,0.0,8731.07,5402.44,,safe,15457.0,0.0,15457.0,2023,Unknown
tindwari,943.2,10252.78,0.0,10252.78,7282.85,,semi_critical,54091.0,0.0,54091.0,2023,Unknown
nindaura,978.39,15864.28,0.0,15864.28,8397.91,,safe,17862.0,0.0,17862.0,2023,Unknown
prayagraj city,843.09,2593.81,0.0,2593.81,4214.65,,over_exploited,17183.0,0.0,17183.0,2023,Uttar Pradesh
dhanapur,949.06,7926.12,0.0,7926.12,4130.72,,safe,23248.0,0.0,23248.0,2023,Unknown
salempur,1019.38,10454.17,0.0,10454.17,5426.21,,safe,17593.0,0.0,17593.0,2023,Tamil Nadu
muradnagar,729.83,13848.18,0.0,13848.18,10400.57,,semi_critical,22816.0,0.0,22816.0,2023,Unknown
erwa katra,624.88,7216.8,0.0,7216.8,4257.64,,safe,23958.0,0.0,23958.0,2023,Unknown
campierganj,1338.3,9889.82,0.0,9889.82,6177.87,,safe,19887.0,0.0,19887.0,2023,Unknown
chopan,973.09,5154.23,0.0,5154.23,2728.32,,safe,124048.08,0.0,51159.66,2023,Unknown
bairia khera,922.03,3689.27,0.0,3689.27,2152.02,,safe,15937.0,0.0,15937.0,2023,Unknown
jamo,853.0,12308.62,0.0,12308.62,6553.9,,safe,23553.0,0.0,23553.0,2023,Unknown
un,869.1,10023.77,0.0,10023.77,9853.53,,over_exploited,40484.0,0.0,40484.0,2023,Andhra Pradesh
bhadohi,949.6,7695.65,0.0,7695.65,5736.35,,semi_critical,24717.0,0.0,23220.0,2023,Unknown
barhaj,1019.38,8180.1,0.0,8180.1,5124.81,,safe,16741.0,0.0,16741.0,2023,Unknown
hallia,1003.2,6388.25,0.0,6388.25,1535.97,,safe,94467.0,0.0,43611.0,2023,Unknown
sukrauli,1112.0,11192.01,0.0,11192.01,5451.05,,safe,15540.0,0.0,15540.0,2023,Unknown
nagal,1102.65,12251.75,0.0,12251.75,17914.16,,over_exploited,27219.0,0.0,27219.0,2023,Unknown
akola,614.65,5312.2,0.0,5312.2,5231.99,,over_exploited,17126.0,0.0,17126.0,2023,Maharashtra
dilari,902.59,9432.72,0.0,9432.72,7409.85,,semi_critical,31295.0,0.0,31295.0,2023,Unknown
arnia khurd,673.13,9016.55,0.0,9016.55,8030.62,,critical,24476.0,0.0,24476.0,2023,Unknown
pasgawan,1130.0,10226.97,0.0,10226.97,5935.85,,safe,44783.0,0.0,44783.0,2023,Unknown
