place,rainfall,groundwater_refilled_total,groundwater_refilled_nonirrigated,groundwater_refilled_irrigated,groundwater_used_total,groundwater_used_nonirrigated,groundwater_status,land_total,land_nonirrigated,land_irrigated,year
chinnagudur,1664.78565213655,1708.95728438342,3096.13627811499,1708.95728438342,659.01,1431.27574394464,safe,6166.599812796,0.0,6104.93381466804,2024
devarakonda,650.053445873846,3381.77872955794,2819.32792182188,562.450807736064,1870.27,1700.44,safe,23803.0,19648.0,2896.0,2024
bhimaram,1090.45015038277,7281.82498228348,5229.84687692991,2051.97810535356,1836.91,1467.13,safe,21916.0,14906.0,6188.0,2024
yadagirigutta,740.929728323171,2994.12514378143,2994.12514378143,4280.6680785216,1802.38,1802.38,safe,19180.9023431858,19180.9023431858,0.0,2024
nellikudur,1595.67131185346,5760.5448374348,3096.13627811499,5760.5448374348,3208.63,1431.27574394464,safe,16193.900650272,0.0,16031.9616437693,2024
adilabad rural,1185.05738785461,5224.35634291591,4643.82548800414,580.530854911771,1361.7,1168.26,safe,27946.0,22444.5,2325.0,2024
ramareddy,972.114285714285,3199.90759258969,3199.90759258969,4280.6680785216,1464.05,1464.05,safe,16418.858761635,15930.858761635,0.0,2024
lingampet,1045.6665917335,6440.1396767256,6440.1396767256,4280.6680785216,3358.71,3358.71,safe,25668.1505463375,23936.2308983375,0.0,2024
narayankhed,863.5521488355,2028.41844917167,2028.41844917167,4280.6680785216,541.55,541.55,safe,17128.678,16050.338,0.0,2024
munagala,781.066326888738,4317.83821178556,1262.15636794244,3055.68184384312,1477.87,700.72,safe,16245.0,9566.0,6675.0,2024
kamalapur,923.41228775113,8797.71263928499,71.8255917020273,8725.88704758296,4351.19,54.68,safe,18493.0,704.0,16149.22,2024
buggaram,1062.78940432453,2645.98242915863,3096.13627811499,2645.98242915863,786.19,1431.27574394464,safe,8185.0,0.0,7260.4,2024
kulkacharla,723.0,1522.93,1522.93,0.0,875.3,875.3,safe,16159.7,16099.0225,0.0,2024
mominpet,829.4,2035.34,2035.34,0.0,1209.4,1209.4,safe,18546.2,18537.477,0.0,2024
papannapet,820.952513238621,4138.95303127086,1391.74303127086,2747.21,2215.68,1183.6,safe,20168.67,8178.175,9136.695,2024
bheemgal,1004.22318451577,3878.65629556847,3878.65629556847,4280.6680785216,2746.34,2746.34,semi_critical,24343.17,23410.17,0.0,2024
kannaigudem,1342.42692236268,2638.6689176692,2638.6689176692,4280.6680785216,552.75,552.75,safe,17214.799248,17107.46055,0.0,2024
seerole,1417.63394464279,2307.71598400326,3096.13627811499,2307.71598400326,946.92,1431.27574394464,safe,8394.798957648,0.0,8310.85096807152,2024
bandlaguda,828.103585529336,828.274566155541,828.274566155541,4280.6680785216,699.9,699.9,critical,2660.0,2660.0,0.0,2024
tadoor,624.425273707799,5553.43117865255,151.744339515137,5401.68683913741,2586.62,202.86,safe,21106.0,1040.0,19825.715652,2024
gudihathnur,1428.89117804393,1660.1811337598,1660.1811337598,4280.6680785216,717.9,717.9,safe,15317.0,13960.0,0.0,2024
kothapallygori,1065.029690895,2309.93829220137,3096.13627811499,2309.93829220137,721.06,1431.27574394464,safe,7368.0374,0.0,7278.0,2024
wazeed,1500.56179969647,8078.33903661818,8078.33903661818,4280.6680785216,1109.84,1109.84,safe,45655.88,40248.065,0.0,2024
zaffergadh,906.78,3265.95103112731,1360.156585388,1905.7944457393,1661.72,858.08,safe,16607.0,7451.0,8619.0,2024
miryalaguda,773.830601229601,10329.6611783023,3096.13627811499,10329.6611783023,3451.2,1431.27574394464,safe,25170.0,0.0,25170.0,2024
adilabad urban,1173.65180701363,279.997668081305,279.997668081305,4280.6680785216,507.73,507.73,over_exploited,2588.0,2588.0,0.0,2024
chowdapur,313.5,1085.82,1085.82,0.0,679.04,679.04,safe,10948.3,10933.076,0.0,2024
madnur,941.646025256018,1604.31739354103,1604.31739354103,4280.6680785216,527.7,527.7,safe,14952.2460542291,14516.3023242291,0.0,2024
kesamudram,1654.09505788898,4414.90034056407,3096.13627811499,4414.90034056407,2252.19,1431.27574394464,safe,15205.658312508,0.0,15053.6017293829,2024
endapalli,1007.85378766932,3523.53144387735,3096.13627811499,3523.53144387735,1038.92,1431.27574394464,safe,10047.0,0.0,9897.26,2024
narayanpet,621.632037010092,2616.88438542432,2616.88438542432,4280.6680785216,1022.5,1006.34,safe,24859.1857547552,24859.1857547552,0.0,2024
khazipet,984.729111416907,2368.65040748744,2368.65040748744,4280.6680785216,1402.9,1402.9,safe,10717.0,10395.63,0.0,2024
bhiknur,951.055709463949,2615.59586851251,2615.59586851251,4280.6680785216,1685.06,1685.06,semi_critical,15033.5896398219,13936.0812078219,0.0,2024
vemulawada_rural,947.548333567027,3210.74432004564,3210.74432004564,4280.6680785216,1604.34,1604.34,safe,11999.0,11507.44,0.0,2024
koukuntla,639.758343152001,1380.18070494155,1380.18070494155,4280.6680785216,766.34,766.34,safe,8894.77944152165,8144.09348441926,0.0,2024
mothkur,778.898668700886,2851.3984243107,2851.3984243107,4280.6680785216,2051.69,2051.69,semi_critical,14522.5617968978,14522.5617968978,0.0,2024
bantwaram,780.3,864.0,864.0,0.0,463.8,463.8,safe,9422.8,9422.8,0.0,2024
malharrao,986.533078477726,4362.38081705548,4362.38081705548,4280.6680785216,2480.99,2480.99,safe,25239.0,25239.0,0.0,2024
yeda_palle,1019.0,3217.7,0.0,3217.7,1084.71,1431.27574394464,safe,9533.0,0.0,9533.0,2024
huzur nagar,770.856312441824,8451.06735130137,3096.13627811499,8451.06735130137,1770.53,1431.27574394464,safe,12892.0,0.0,12892.0,2024
kerameri,1115.99024676964,2223.47076903876,2223.47076903876,4280.6680785216,642.62,642.62,safe,27573.0,26782.0,0.0,2024
penuballi,1046.4,6599.71510001543,6599.71510001543,4280.6680785216,2595.23,2595.23,safe,29879.27,29281.6846,0.0,2024
gollapalle,1017.55781777046,5552.89226226722,3096.13627811499,5552.89226226722,1733.73,1431.27574394464,safe,15315.0,0.0,14708.65,2024
damaragidda,602.76319509435,1946.86060500634,1946.86060500634,4280.6680785216,1183.08,1183.08,safe,19781.4649939296,19781.4649939296,0.0,2024
chinnambavi,618.241749828431,6436.78271342676,88.3203914442701,6348.46232198249,1121.11,32.02,safe,22728.2,903.0,20913.2,2024
bellampalle,1059.72758107109,3047.16547477349,3047.16547477349,4280.6680785216,1841.29,1841.29,safe,15989.0,14853.0,0.0,2024
musapet,682.099753260304,1343.74376151112,1343.74376151112,4280.6680785216,952.64,952.64,semi_critical,9528.93565358154,9503.43565358154,0.0,2024
choutuppal,716.468217022173,7163.62652269048,3441.26555147638,3722.3609712141106,5369.08,2863.7,semi_critical,26883.695667662,19280.0504131919,7603.64525447006,2024
chennaraopeta,1107.07553994724,4532.96583772538,3096.13627811499,4532.96583772538,2182.71,1431.27574394464,safe,12720.090352,0.0,12365.19691744,2024
shivampet,815.381078419085,3369.88051776882,3369.88051776882,4280.6680785216,2071.81,2071.81,safe,19656.6,18237.80668,0.0,2024
mallapur,980.739585662829,6224.68131952109,3096.13627811499,6224.68131952109,1901.72,1431.27574394464,safe,20129.0,0.0,18417.0,2024
choutkur,902.227142206891,774.101395321083,774.101395321083,4280.6680785216,245.22,245.22,safe,6874.47,6490.47,0.0,2024
kodimial,858.1,2309.36,2309.36,4280.6680785216,1278.09,1278.09,safe,16680.0,13219.14,0.0,2024
achampet,680.897204204876,7259.52593169612,6328.78726456495,930.738667131168,2852.73,2571.4,safe,76662.0,72579.0,3428.0,2024
utnur,1505.32281321143,4142.93026868434,4142.93026868434,4280.6680785216,1317.83,1317.83,safe,38267.0,33920.0,0.0,2024
neradigonda,1065.55838180338,2947.49953556565,2947.49953556565,4280.6680785216,1683.23,1683.23,safe,28046.0,26568.9,0.0,2024
warangal,1055.67975406335,668.893639890155,227.13,441.76363989015505,277.87,194.62,safe,3785.0,1977.0,1695.0,2024
valigonda,792.851961132705,8633.99516709314,5672.4273190276,2961.56784806554,4299.96,3278.52,safe,31376.5196399397,24944.942103565,6049.57753637467,2024
maldakal,579.181871814767,4289.06550623845,1176.22506600623,3112.84044023222,1802.98,745.69,safe,23739.0,12775.86,10874.29,2024
shaikpet,828.103585529336,793.399847580571,793.399847580571,4280.6680785216,697.15,697.15,critical,2548.0,2548.0,0.0,2024
penpahad,779.39624091514,4213.82179860602,2545.14774693678,1668.67405166924,1807.14,1670.2,safe,19538.0,15911.0,3627.0,2024
bayyaram,1583.18799700384,3355.73245728306,3355.73245728306,4280.6680785216,2107.15,2107.15,safe,25901.907777424,25367.8848996498,0.0,2024
kuntala,1096.02195885404,2483.36584980012,2483.36584980012,4280.6680785216,1307.41,1307.41,safe,13060.0,11729.856,0.0,2024
maredpally,828.103585529336,353.106525571573,353.106525571573,4280.6680785216,306.03,306.03,critical,1134.0,1134.0,0.0,2024
alwal,819.367509720528,249.598438993642,249.598438993642,4280.6680785216,166.88,166.88,semi_critical,3311.3,2865.3,0.0,2024
medipalle,989.855605819319,2184.6381323584,648.980504428187,1535.65762793021,901.08,441.16,safe,9449.0,5526.0,3702.0,2024
sangareddy,835.343763185245,844.643012367078,844.643012367078,4280.6680785216,538.22,538.22,semi_critical,7225.74,7100.74,0.0,2024
antargoan,1061.10910193348,2683.26395558527,485.873955585274,2197.39,1033.71,356.33,safe,13116.0,4465.0,7478.0,2024
gattuppal,731.986379779263,782.677043750555,782.677043750555,4280.6680785216,464.66,464.66,safe,8268.0,8068.0,0.0,2024
jammikunta,934.157379535249,7622.73012011246,3096.13627811499,7622.73012011246,1710.05,1431.27574394464,safe,13043.0,0.0,13005.0,2024
tiryani,1060.84784464464,7067.52892040112,4499.2305882669,2568.29833213421,476.7,356.41,safe,66601.0,38959.0,11960.0,2024
yerrupalem,979.9,6417.50067909583,397.94,6019.56067909583,2848.41,290.92,safe,26237.23,2662.905,23049.5804,2024
pangal,584.123353217357,5337.32751178673,5337.32751178673,4280.6680785216,2970.66,2970.66,safe,20091.0,19368.0,0.0,2024
kothapalle,597.005588109908,625.740934256925,625.740934256925,4280.6680785216,373.9,373.9,safe,6726.0,6726.0,0.0,2024
banswada,1051.73900752424,5056.39739412552,734.471978114075,4321.92541601145,1492.36,379.17,safe,14194.6580331849,3697.69349527317,10173.5939579118,2024
mutharam_mahadevpur,1083.88525128809,9651.34745802301,9651.34745802301,4280.6680785216,1991.23,1991.23,safe,62716.2,58156.0,0.0,2024
veernapalle,891.801415132018,2591.79684533627,2591.79684533627,4280.6680785216,1388.45,1388.45,safe,10348.0,8206.0,0.0,2024
mothey,730.373689148617,4199.76574987008,4199.76574987008,4280.6680785216,1884.31,1884.31,safe,18744.0,18652.0,0.0,2024
mandamarri,1063.45524003616,3586.49561897346,3586.49561897346,4280.6680785216,2256.75,2256.75,safe,17138.0,16223.0,0.0,2024
kowdipalle,843.57017975904,3502.1873089784,3502.1873089784,4280.6680785216,2079.06,2079.06,safe,15949.14,14418.19,0.0,2024
ghanapur_mulug,1049.56043966255,3973.10723519053,3096.13627811499,3973.10723519053,1235.61,1431.27574394464,safe,13755.4,0.0,13755.4,2024
narketpalle,770.595112718748,3434.96429820445,2308.29611297557,1126.66818522888,1912.86,1447.48,safe,24348.0,19437.0,4911.0,2024
vemanpalle,877.787615580642,4920.92064092459,4920.92064092459,4280.6680785216,2069.06,1300.72,safe,25080.0,24583.0,0.0,2024
saligouraram,797.385295603905,3175.20285977689,2321.74287645745,853.459983319433,1980.03,1668.2,safe,22075.0,20097.0,1978.0,2024
rebbana,1099.83939459217,5347.903357357,2037.24334806567,3310.66000929132,1309.81,999.59,safe,23562.0,14537.0,7753.0,2024
tekmal,838.575381385116,1958.82874902678,1958.82874902678,4280.6680785216,1423.58,1423.58,semi_critical,14501.446006,12992.446006,0.0,2024
ameenapur,847.848124191462,250.982039304015,250.982039304015,4280.6680785216,188.87,188.87,semi_critical,2810.0,2319.0,0.0,2024
palawancha,1226.93384381308,6239.88062273347,2288.868621803,3951.01200093046,1316.52,832.55,safe,36885.8822332493,17334.1429254513,17707.4451961356,2024
nasurullabad,1021.64713043814,3641.34250033663,365.512280839219,3275.83021949742,1296.08,146.5,safe,9444.35451234318,1702.61999190611,7450.73452043707,2024
sirgapoor,851.793644308385,1603.45052515765,433.620589453407,1169.82993570424,189.12,149.8,safe,6219.0,4294.0,1553.0,2024
telkapalle,630.618709034144,6353.1997199803,321.418772469596,6031.7809475107,1626.32,204.11,safe,24686.0,1415.889226,21592.213442,2024
zahirabad,856.237868331847,1441.95764115952,1441.95764115952,4280.6680785216,1171.05,1171.05,semi_critical,19122.202,17546.202,0.0,2024
nirmal,1048.93068260914,451.22772535661,451.22772535661,4280.6680785216,198.49,198.49,safe,2040.0,2040.0,0.0,2024
watpalle,850.454267746544,1207.14805543177,1207.14805543177,4280.6680785216,293.37,293.37,safe,12285.5,11933.7674,0.0,2024
yelal,771.6,2515.23,2515.23,0.0,1416.82,1416.82,safe,22453.0,22453.0,0.0,2024
kaloor_timmanadoddi,538.09104013822,2545.73708308026,2545.73708308026,4280.6680785216,1645.17,1645.17,semi_critical,17706.0,17624.1,0.0,2024
kodair,655.9,3589.07849187702,212.584283049845,3376.49420882718,952.53,179.72,safe,16103.1253104025,1474.5858097755,13441.539500627,2024
sathnala,1202.16395349417,1733.41997895906,978.904651056958,754.515327902103,424.88,189.28,safe,9627.0,4402.2,3021.8,2024
kothaguda,1724.96830837366,4597.54851746267,4597.54851746267,4280.6680785216,2138.56,2138.56,safe,49873.050249346,43973.2371468526,0.0,2024
narva,605.659924641825,4272.27505259345,165.414858853251,4106.8601937402,1541.44,251.12,safe,19744.0218535006,1791.02185350061,17953.0,2024
kulcharam,870.508526634112,4311.45745025768,3933.63745025768,377.82,1711.12,1553.5,safe,15570.415,13244.975,2192.84,2024
malial,959.18303417339,2383.85666457887,1729.42777687955,654.428887699318,1288.6,1031.59,safe,16687.0,9856.0,1704.0,2024
kukunoorpally,740.777826363886,1545.80188053184,1545.80188053184,4280.6680785216,1131.71,1131.71,semi_critical,9703.156222,9356.285222,0.0,2024
mohammadabad,452.3801455552,1215.18732080354,1215.18732080354,4280.6680785216,848.61,848.61,semi_critical,10901.6592472683,10513.7592472683,0.0,2024
nizamabad_rural,1093.0,4154.66,82.63,4072.03,1575.71,101.64,safe,12627.79,407.91,11954.79,2024
bhadrachalam,1244.4,111.2,111.2,4280.6680785216,65.34,65.34,safe,828.0,786.6,0.0,2024
gudipally,583.883576808794,2087.85086026703,191.324009767153,1896.52685049987,747.42,204.4,safe,11053.0,2030.0,8709.0,2024
jinnaram,892.568936705145,949.908672095513,949.908672095513,4280.6680785216,433.38,433.38,safe,9015.79,7970.79,0.0,2024
gurrampode,598.630389970118,4624.01861202422,1210.98244376244,3413.03616826178,2232.75,777.82,safe,30931.0,11640.0,19291.0,2024
aswapuram,1273.58055096789,4804.55355870215,4804.55355870215,4280.6680785216,633.56,633.56,safe,33269.0,31605.55,0.0,2024
dastuarabad,1065.96858414661,2124.48876553895,122.524333180134,2001.96443235882,629.08,104.39,safe,7289.0,615.0,5770.75,2024
nadikuda,1128.92994982755,3954.40421012106,3096.13627811499,3954.40421012106,2360.96,1431.27574394464,safe,9448.99,0.0,9260.06,2024
chityala,740.270871734271,3520.57397043687,3520.57397043687,4280.6680785216,3038.19,3038.19,critical,23948.0,23869.0,0.0,2024
tanur,1018.16786526726,3205.90674787434,3205.90674787434,4280.6680785216,1563.65,1563.65,safe,21631.0,20395.2,0.0,2024
bheemadevarapalle,909.322469776715,3013.43117725815,2377.89202317078,635.539154087362,2435.97,2022.46,semi_critical,14664.0,12000.4616,1331.0,2024
muduchinthalapally,637.219258643339,988.282806225545,988.282806225545,4280.6680785216,846.38,846.38,critical,9487.9,9440.4605,0.0,2024
kethepalle,810.436585957447,7348.99773874287,3096.13627811499,7348.99773874287,2148.19,1431.27574394464,safe,15159.0,0.0,15159.0,2024
chandrugonda,1118.15327750469,2716.11609347733,2716.11609347733,4280.6680785216,1875.51,1875.51,semi_critical,14923.5924288845,14177.4128074403,0.0,2024
dahegaon,1098.95941794917,6208.64784455967,2308.27785554032,3900.36998901934,1659.13,894.19,safe,26460.0,16471.0,9134.0,2024
pebbair,639.272010400819,7125.86330110003,509.76732587285,6616.09597522719,1307.57,157.34,safe,19417.7,2170.6,16833.1,2024
peddavura,611.278121533576,6663.92822219503,650.593509921193,6013.33471227384,1830.15,123.95,safe,37276.0,12487.0,24482.0,2024
lokeswaram,1000.95563043851,4258.35812242294,4258.35812242294,4280.6680785216,2346.16,2346.16,safe,21845.0,16194.72,0.0,2024
uppal,808.750417546643,449.144181624914,449.144181624914,4280.6680785216,262.06,262.06,safe,5124.8,4637.8,0.0,2024
nawabpet,663.592567729542,3159.77742498941,3159.77742498941,4280.6680785216,2048.58,2048.58,semi_critical,21024.0797248078,19322.0797248078,0.0,2024
mustabad,797.343761160864,3440.15317962936,3440.15317962936,4280.6680785216,2345.26,2345.26,semi_critical,15961.0,13612.0,0.0,2024
soan,1041.91902275922,2805.0462754426,1076.73666294176,1728.30961250084,1026.91,528.47,safe,9716.0,4814.384,3337.16,2024
anumula_haliya,668.997320873295,4375.50116120064,561.169622020531,3814.33153918011,1930.71,455.31,safe,20363.0,5205.0,15158.0,2024
pothangal,1044.65869569936,3119.35611524783,359.776173092568,2759.57994215526,1124.33,155.65,safe,9357.35,2479.0,6697.35,2024
mudhole,1012.37228734903,2759.63711782407,2759.63711782407,4280.6680785216,1273.93,1273.93,safe,14459.0,12815.8,0.0,2024
tadvai,1276.10222342642,5320.2060430722,5320.2060430722,4280.6680785216,1518.65,1518.65,safe,25144.703408,24577.343408,0.0,2024
raghunathpalle,874.951255405729,4051.5406870311904,598.099237169918,3453.44144986127,1714.84,329.17,safe,19826.0,3402.0,16183.0,2024
palakurthy,1019.58675296393,2738.93908557935,947.973317368781,1790.96576821057,871.39,531.38,safe,11661.97,6345.5,4217.47,2024
kamepalle,1086.06893794328,2065.90831049643,2065.90831049643,4280.6680785216,1237.3,1237.3,safe,19171.01,18787.5898,0.0,2024
bhongiri,787.654154015537,6322.62818828947,6322.62818828947,4280.6680785216,4409.16,4409.16,semi_critical,29589.0215778292,29589.0215778292,0.0,2024
jagtial,1062.78940432453,2039.04353632617,3096.13627811499,2039.04353632617,463.47,1431.27574394464,safe,6315.0,0.0,5595.0,2024
maddur,597.7369124812,1370.56022884217,1370.56022884217,4280.6680785216,635.46,621.66,safe,14705.9660056657,14705.9660056657,0.0,2024
eturunagaram,1337.03399118585,8838.4926885003,8838.4926885003,4280.6680785216,1532.67,1532.67,safe,56225.533476,56131.248354,0.0,2024
inugurthy,1599.65828876064,3686.91537493842,3096.13627811499,3686.91537493842,1467.66,1431.27574394464,safe,9742.80683115,0.0,9645.3787628385,2024
havelighanpur,897.718292250399,5077.02678564955,2561.85678564955,2515.17,2777.71,1828.22,safe,18163.0,12028.0,4889.0,2024
nizampet,865.718283167262,1374.02096156256,1374.02096156256,4280.6680785216,525.22,525.22,safe,10671.216,10480.746,0.0,2024
bhoothpur,710.512746710781,2748.66303270792,2748.66303270792,4280.6680785216,1853.5,1853.5,semi_critical,17272.7640631323,17272.7640631323,0.0,2024
mattampalle,728.562020389396,5579.86686957293,198.08,5381.78686957293,1710.44,128.83,safe,21066.0,2163.0,18861.0,2024
nekkonda,1067.21516532782,4977.06188179652,3096.13627811499,4977.06188179652,2983.99,1431.27574394464,safe,17649.570518,0.0,16880.37169722,2024
choppadandi,899.86713170543,5000.65254740858,582.061707923185,4418.59083948539,2412.24,428.94,safe,14083.0,2626.0,11062.3,2024
veldanda,644.561078893668,4087.66865485289,1671.04450137872,2416.62415347416,2695.08,1613.28,semi_critical,23937.2206,12782.7542,9628.4664,2024
devarkadara,653.485997817393,2560.03141393808,2560.03141393808,4280.6680785216,1795.97,1795.97,semi_critical,17821.5297450425,16873.812626467,0.0,2024
narnoor,1268.70748954639,1828.69843275287,1828.69843275287,4280.6680785216,882.39,882.39,safe,20216.0,18578.0,0.0,2024
allapalli,909.930158495266,5601.17542726138,5601.17542726138,4280.6680785216,358.29,358.29,safe,59087.0,56132.65,0.0,2024
chivvemla,758.88619831168,3058.43792477136,1670.23321708202,1388.20470768934,1432.33,1173.21,safe,15233.0,12368.0,2795.0,2024
damera,1128.92994982755,3639.91429423994,3096.13627811499,3639.91429423994,1548.08,1431.27574394464,safe,8724.196446,0.0,8523.616446,2024
