place,rainfall,groundwater_refilled_total,groundwater_refilled_nonirrigated,groundwater_refilled_irrigated,groundwater_used_total,groundwater_used_nonirrigated,groundwater_status,land_total,land_nonirrigated,land_irrigated,year
gharaunda (part),549.38,10909.34,0.0,10909.34,16398.78,1431.27574394464,over_exploited,28625.5038550556,0.0,28625.5038550556,2024
kharkhoda,422.954640928057,7175.98,0.0,7175.98,6112.5,1431.27574394464,safe,30754.6249688361,0.0,28094.6249688361,2024
punahana,221.681227254513,3649.11,0.0,3649.11,3080.31,1431.27574394464,critical,20838.6281285057,0.0,10265.6281285057,2024
indri,599.98,2024.78,0.0,2024.78,1269.16,1431.27574394464,safe,17149.7019473694,0.0,17149.7019473694,2024
nizampur,331.57234136142,707.38,0.0,707.38,670.2,1431.27574394464,over_exploited,16841.2424542869,0.0,16472.2424542869,2024
murthal,612.0,4705.63,0.0,4705.63,5536.26,1431.27574394464,over_exploited,19038.3628606473,0.0,19038.3628606473,2024
machhrauli,373.047035436088,5262.27,0.0,5262.27,1383.32,1431.27574394464,safe,16846.8504410559,0.0,12984.8504410559,2024
munak,549.38,7166.52,0.0,7166.52,13517.0,1431.27574394464,over_exploited,27113.2995252507,0.0,27113.2995252507,2024
saha,924.0,7158.52,0.0,7158.52,11321.64,1431.27574394464,over_exploited,25847.58621284,0.0,25847.58621284,2024
ferozepur jhirka,504.8668484231,2979.22,0.0,2979.22,2979.43,1431.27574394464,semi_critical,27643.4717777343,0.0,21211.4717777343,2024
bhiwani,339.208571344122,9418.96,0.0,9418.96,8431.0,1431.27574394464,safe,85484.6019526656,0.0,68031.6019526656,2024
faridabad,687.641076814069,5696.81,0.0,5696.81,8573.01,1431.27574394464,over_exploited,24146.2063324,0.0,16466.2063324,2024
rai,643.951449530186,13116.56,0.0,13116.56,14938.8,1431.27574394464,over_exploited,21677.1978810349,0.0,21086.1978810349,2024
kalanaur,479.648242898178,6253.61,0.0,6253.61,3273.21,1431.27574394464,safe,28521.0388007768,0.0,25101.0388007768,2024
raipur rani,1379.0,4144.68,0.0,4144.68,3610.4,1431.27574394464,critical,14027.9036932596,0.0,10827.9036932596,2024
bhattu kalan,333.544361797148,5423.37,0.0,5423.37,3927.28,1431.27574394464,semi_critical,36362.0574784897,0.0,36204.0574784897,2024
dhand,523.07,4113.15,0.0,4113.15,8157.12,1431.27574394464,over_exploited,21998.5806830275,0.0,21998.5806830275,2024
kunjpura,699.97,7897.2,0.0,7897.2,13388.48,1431.27574394464,over_exploited,23092.290279904,0.0,23092.290279904,2024
agroha,490.0,7980.3,0.0,7980.3,6169.7,1431.27574394464,semi_critical,32989.3841186394,0.0,32989.3841186394,2024
ganaur,612.0,8851.39,0.0,8851.39,11486.97,1431.27574394464,over_exploited,27210.0959303562,0.0,27210.0959303562,2024
nissing at chirao,644.28,21553.79,0.0,21553.79,36073.41,1431.27574394464,over_exploited,35853.0538225382,0.0,35853.0538225382,2024
pipli,624.24,4186.17,0.0,4186.17,9255.56,1431.27574394464,over_exploited,17731.9994187685,0.0,17731.9994187685,2024
shahzadpur,1381.0,5122.1,0.0,5122.1,4136.89,1431.27574394464,semi_critical,20149.7969707663,0.0,20149.7969707663,2024
pundri,523.07,6712.8,0.0,6712.8,10687.89,1431.27574394464,over_exploited,30757.7336920106,0.0,30757.7336920106,2024
nangal chaudhry,339.0,1259.24,0.0,1259.24,1920.1,1431.27574394464,over_exploited,25039.7625212819,0.0,24670.7625212819,2024
nuh,394.148741459525,3982.25,0.0,3982.25,3333.61,1431.27574394464,safe,29345.1236450234,0.0,15033.1236450234,2024
nagina,323.045057636917,1361.96,0.0,1361.96,1512.3,1431.27574394464,safe,17742.6301967551,0.0,12890.6301967551,2024
bawal,550.0,4254.67,0.0,4254.67,5070.06,1431.27574394464,over_exploited,24004.5868922392,0.0,23284.5868922392,2024
lakhan majra,162.481719561555,2898.36,0.0,2898.36,4141.4,1431.27574394464,semi_critical,12689.0928442233,0.0,7470.0928442233,2024
hisar-i,1030.0,16793.55,0.0,16793.55,6185.55,1431.27574394464,safe,62292.972112832,0.0,62292.972112832,2024
siwan,518.31,6184.43,0.0,6184.43,13134.95,1431.27574394464,over_exploited,27232.83979909,0.0,27232.83979909,2024
karnal,699.97,15454.75,0.0,15454.75,19578.12,1431.27574394464,over_exploited,28811.8014964697,0.0,28811.8014964697,2024
gurgaon,773.87,2086.34,0.0,2086.34,2007.39,1431.27574394464,over_exploited,9619.0,0.0,8331.0,2024
nahar,542.018828285002,3641.95,0.0,3641.95,5493.29,1431.27574394464,over_exploited,23430.143677851,0.0,23090.143677851,2024
badoli,542.0,6777.08,0.0,6777.08,9049.22,1431.27574394464,over_exploited,18082.0252267385,0.0,18082.0252267385,2024
kanina,274.242375848262,6268.5,0.0,6268.5,11998.7,1431.27574394464,over_exploited,35363.8348685083,0.0,34885.8348685083,2024
sadaura (part),901.0,3645.48,0.0,3645.48,4243.54,1431.27574394464,over_exploited,14864.7951877201,0.0,13864.7951877201,2024
indri,720.16,21891.82,0.0,21891.82,28990.64,1431.27574394464,over_exploited,24300.7791033276,0.0,24300.7791033276,2024
babain,624.24,3047.18,0.0,3047.18,6348.64,1431.27574394464,over_exploited,13395.5894352709,0.0,13395.5894352709,2024
ambala-ii,917.0,6552.46,0.0,6552.46,5640.48,1431.27574394464,critical,35123.1140987366,0.0,35123.1140987366,2024
nathusari chopta,266.803033037117,5470.56,0.0,5470.56,11110.6,1431.27574394464,over_exploited,75703.9479580782,0.0,58716.9479580782,2024
narnaund,424.0,7886.35,0.0,7886.35,13960.75,1431.27574394464,over_exploited,40985.4977566141,0.0,40985.4977566141,2024
barwala,1379.0,6449.73,0.0,6449.73,3168.96,1431.27574394464,safe,21739.6786302905,0.0,21739.6786302905,2024
kaithal,523.07,10680.12,0.0,10680.12,16879.49,1431.27574394464,over_exploited,51093.0385967882,0.0,51093.0385967882,2024
khol at rewari,492.528569617136,2767.95,0.0,2767.95,3574.86,1431.27574394464,over_exploited,18909.6499636109,0.0,15511.6499636109,2024
badli,548.0,9548.72,0.0,9548.72,4273.66,1431.27574394464,safe,20877.4446975149,0.0,20877.4446975149,2024
jagadhri,901.0,8410.78,0.0,8410.78,12250.8,1431.27574394464,over_exploited,29985.8464064536,0.0,29985.8464064536,2024
safidon,409.060954983952,10787.85,0.0,10787.85,14500.79,1431.27574394464,over_exploited,31433.7716977998,0.0,29764.6496977998,2024
salhawas,368.109705296089,4803.92,0.0,4803.92,2538.25,1431.27574394464,safe,16261.6451152914,0.0,9717.6451152914,2024
siwani,312.151290044432,6998.46,0.0,6998.46,4736.0,1431.27574394464,safe,56757.8291560439,0.0,41566.8291560439,2024
farrukh nagar,401.6,4806.44,0.0,4806.44,6202.87,1431.27574394464,over_exploited,28639.9533957521,0.0,28608.9533957521,2024
hansi,293.0,7345.42,0.0,7345.42,4331.15,1431.27574394464,safe,58827.5999982094,0.0,58827.5999982094,2024
julana,330.666677523508,7298.07,0.0,7298.07,7331.01,1431.27574394464,semi_critical,35171.8823096101,0.0,23447.9223096101,2024
ellenabad,298.627917945323,9215.68,0.0,9215.68,25315.43,1431.27574394464,over_exploited,52786.6950003256,0.0,45825.6950003256,2024
hathin,409.203971682583,8627.33,0.0,8627.33,4899.1,1431.27574394464,safe,36019.7905519038,0.0,30169.7905519038,2024
narwana,411.349698075913,6036.3,0.0,6036.3,5644.96,1431.27574394464,semi_critical,33294.7800130384,0.0,30435.1060130384,2024
khizrabad,901.0,11107.54,0.0,11107.54,9297.53,1431.27574394464,critical,28186.4226751644,0.0,14986.4226751644,2024
ismailabad,624.24,5712.83,0.0,5712.83,11708.86,1431.27574394464,over_exploited,20106.6929278307,0.0,20106.6929278307,2024
loharu,408.648943475194,5608.39,0.0,5608.39,7535.25,1431.27574394464,over_exploited,36729.2175580508,0.0,35214.2175580508,2024
madlauda,432.2,11972.72,0.0,11972.72,19640.92,1431.27574394464,over_exploited,36386.00542,0.0,36386.00542,2024
pehowa,624.24,9634.97,0.0,9634.97,16715.49,1431.27574394464,over_exploited,42413.2730647532,0.0,42413.2730647532,2024
jatusana,550.0,3958.71,0.0,3958.71,5957.8,1431.27574394464,over_exploited,20601.5090579806,0.0,19395.5090579806,2024
taoru,552.3,3234.22,0.0,3234.22,3542.53,1431.27574394464,over_exploited,21965.7634370385,0.0,18604.7634370385,2024
hansi-ii,310.0,5775.29,0.0,5775.29,3022.2,1431.27574394464,safe,29922.6149646122,0.0,29922.6149646122,2024
samalkha,581.99,12352.72,0.0,12352.72,28268.58,1431.27574394464,over_exploited,18920.23857,0.0,18920.23857,2024
rajound,340.467547173353,5029.42,0.0,5029.42,8571.34,1431.27574394464,over_exploited,24482.7857727956,0.0,20660.7857727956,2024
dadra nagar haveli,2035.04520432692,7272.29,5006.84,2265.45,3178.65,2642.12,safe,49100.0,37365.0,4235.0,2024
gopalpeta,660.340797846304,4004.31729119506,4004.31729119506,4280.6680785216,2554.27,2554.27,safe,12470.0,12258.0,0.0,2024
kosgi,649.734136223739,1159.79401421489,1159.79401421489,4280.6680785216,626.3,626.3,safe,11057.4666127074,11057.4666127074,0.0,2024
bijinapalle,630.811758552555,7004.71508441341,1436.57468208675,5568.14040232666,2424.42,803.49,safe,26092.0,6800.0,19011.0,2024
mendora,967.0,1725.89,0.0,1725.89,530.23,1431.27574394464,safe,6768.6,0.0,6355.0,2024
regonda,1030.29654589309,4657.2429858168,3096.13627811499,4657.2429858168,718.72,16.93,safe,15769.8526,0.0,15708.0,2024
wyra,1044.93708195145,4565.89073320804,3096.13627811499,4565.89073320804,897.73,1431.27574394464,safe,13623.28,0.0,13354.7648,2024
tandur,845.6,2246.3,2246.3,0.0,1197.38,1197.38,safe,23370.3,23370.3,0.0,2024
palmela,1256.97538794636,1199.33356297457,1199.33356297457,4280.6680785216,588.68,588.68,safe,8433.23,7574.23,0.0,2024
dubbak,761.118839035875,3577.55815860258,3577.55815860258,4280.6680785216,2204.14,2204.14,safe,19473.49032,16967.69032,0.0,2024
naga_reddipet,1073.61176480285,2830.69164836235,2830.69164836235,4280.6680785216,1351.8,1351.8,safe,13809.3889113719,12877.3970533719,0.0,2024
tadwai,986.105521109901,2906.78971910886,2906.78971910886,4280.6680785216,1445.88,1445.88,safe,17641.8454067179,16628.7108947179,0.0,2024
rudrur,1053.0,2654.71,0.0,2654.71,1224.08,1431.27574394464,safe,5205.26,0.0,4901.86,2024
karimnagar_rural,898.039871852083,4778.09743375203,3096.13627811499,4778.09743375203,1290.03,1431.27574394464,safe,11082.0,0.0,11066.7,2024
jainad,1448.91111568776,5020.68331012491,428.70789694355,4591.97541318136,1070.45,323.94,safe,14174.0,3323.4,9783.0,2024
mosra,1053.62292221917,2111.85244433594,222.720530366794,1889.13191396915,737.24,64.04,safe,5645.0,1236.0,4384.0,2024
mulakalapalle,1268.29599358999,10179.399312577,10179.399312577,4280.6680785216,1621.06,1621.06,safe,55200.3356584628,52440.3188755397,0.0,2024
garla,1442.7331662618,2235.31842194274,2235.31842194274,4280.6680785216,1559.45,1559.45,semi_critical,12775.116346656,12647.3651831894,0.0,2024
thipparthi,751.560086940272,3296.43832155115,3096.13627811499,3296.43832155115,1733.6,1431.27574394464,safe,18488.0,0.0,18488.0,2024
ramagiri,1057.09363536854,3835.37795582208,886.707889136155,2948.67006668592,1466.03,517.45,safe,16224.65,7007.65,6708.0,2024
mogullapalle,1068.96702149523,3732.00616334301,3096.13627811499,3732.00616334301,1676.57,1431.27574394464,safe,11595.63,0.0,11595.63,2024
kangti,881.458938687078,1785.00089827809,1785.00089827809,4280.6680785216,158.48,158.48,safe,17242.8,14442.064726,0.0,2024
gundlapalle,688.016890029281,4103.42915339696,507.259961133021,3596.16919226394,1521.16,343.67,safe,26998.0,5677.0,19998.0,2024
lingal,633.615331363267,3005.04599344423,2005.55514403783,999.490849406398,1283.41,1136.15,safe,24803.61,14848.241,3232.369,2024
nennal,944.08122725991,8121.41758017023,8121.41758017023,4280.6680785216,3078.46,3078.46,safe,34318.0,33495.0,0.0,2024
kodad,804.938309309309,9513.58876223326,3096.13627811499,9513.58876223326,1919.98,1431.27574394464,safe,16650.0,0.0,16650.0,2024
thoguta,744.570319975686,2847.36754744575,2847.36754744575,4280.6680785216,1408.82,1408.82,safe,16460.10933308,15531.92558848,0.0,2024
kangal,711.973636238787,3813.80856332822,363.865409682202,3449.94315364602,2290.79,304.2,safe,21368.0,3371.0,17833.0,2024
kalher,859.306607649508,2924.43823199035,577.99892116053,2346.43931082982,477.57,357.77,safe,8003.367,4482.367,3115.0,2024
elkathurthi,901.263738746088,4146.4545586735,902.400760343819,3244.05379832968,2354.32,482.98,safe,12841.0,5292.68,6716.0,2024
vailpur,984.321981680502,3276.35998086549,1454.31945829395,1822.04052257154,2005.74,1274.69,safe,15214.0,7314.0,7800.0,2024
narmetta,918.791177471532,1847.93046045787,1847.93046045787,4280.6680785216,902.12,902.12,safe,9749.0,9749.0,0.0,2024
saloora,1022.0,1567.28,404.73,1162.55,960.09,323.26,safe,8243.6,2964.24,5104.36,2024
narsampet,1128.36136762297,5085.13017722066,3096.13627811499,5085.13017722066,2699.64,1431.27574394464,safe,13353.82879,0.0,13018.3030071,2024
veepangandla,600.706686658093,4349.7997577539,812.909691225614,3536.89006652829,1827.02,941.1,safe,14488.6,2965.0,11023.6,2024
srirampur,1027.97743440371,2040.24158851578,2040.24158851578,4280.6680785216,1233.69,1233.69,safe,18780.0,17402.0,0.0,2024
undavelli,607.179500234082,3169.49639470285,3096.13627811499,3169.49639470285,619.64,1431.27574394464,safe,17088.0,0.0,17088.0,2024
neredugommu,588.821433362899,1215.97269326168,1215.97269326168,4280.6680785216,571.47,571.47,safe,16679.0,16563.0,0.0,2024
tharigoppula,871.471722003815,887.676872376603,887.676872376603,4280.6680785216,327.77,327.77,safe,4468.0,4468.0,0.0,2024
kondamallapally,623.876795030928,1276.70425243899,925.351924400271,351.352328038721,780.04,616.42,safe,12537.0,10362.0,2030.0,2024
neredcherla,758.982391304348,4328.69598375099,132.475093943529,4196.22088980746,612.51,83.67,safe,12995.0,678.0,12317.0,2024
thallada,1073.89329855492,8365.76189557334,3096.13627811499,8365.76189557334,1661.55,1431.27574394464,safe,20976.37,0.0,20575.1742,2024
gandhari,1120.61534122988,6231.49234329243,6231.49234329243,4280.6680785216,2262.55,2262.55,safe,32944.556859571,31017.846813571,0.0,2024
mahabubnagar_urban,713.883325507384,1624.55140735557,1624.55140735557,4280.6680785216,1051.68,1051.68,semi_critical,10055.443140429,10055.443140429,0.0,2024
lingalaghanpur,839.407886423405,2988.01861756935,715.048629697963,2272.96998787139,1636.08,537.95,safe,16371.0,4544.0,11807.0,2024
jakranpalle,923.0,3341.01,2548.05,792.96,2583.63,2166.85,semi_critical,14355.0,11179.0,2724.0,2024
doulatabad,648.3,1679.58,1679.58,0.0,798.01,798.01,safe,19338.0,19338.0,0.0,2024
cheriyal,790.17994028842,2845.68066249284,2845.68066249284,4280.6680785216,1806.88,1806.88,semi_critical,19846.610812,19501.1549024,0.0,2024
laxmanchanda,1002.67531697995,4176.43962809976,448.51776134711,3727.92186675265,1385.26,250.31,safe,11212.0,1992.87,7930.87,2024
hanwada,684.101201987779,2605.5735989391,2605.5735989391,4280.6680785216,1866.19,1866.19,semi_critical,17093.8757588021,16120.0757588021,0.0,2024
kaddampeddur,1075.48532347581,8581.20451800278,5028.63103738761,3552.57348061516,1815.76,1138.93,safe,40424.0,26973.742,11426.086,2024
pochampalle,768.160116585182,11562.2705285145,1965.33396386934,9596.93656464518,4023.8,1276.0,safe,19369.0813331974,5438.17046833619,13930.9108648612,2024
huzurabad,927.761048870027,7841.67162381032,350.896127084847,7490.77549672547,2231.02,228.5,safe,13738.48,1181.7,11927.28,2024
makloor,1037.06301132208,4890.317839666,114.935539325248,4775.38230034076,1853.47,87.95,safe,15522.99,326.0,14205.65,2024
geesugonda,1033.37778964417,3289.43303157146,3096.13627811499,3289.43303157146,1819.56,1431.27574394464,safe,13505.990564,0.0,12889.0872256,2024
naykal,851.540286075333,1616.86986303835,1616.86986303835,4280.6680785216,1081.06,1081.06,semi_critical,23377.0421,19035.0421,0.0,2024
tekumatla,1030.82221714745,2992.76908420777,3096.13627811499,2992.76908420777,1490.72,1431.27574394464,safe,11432.0968,0.0,11222.11,2024
khairatabad,828.103585529336,459.910351207419,459.910351207419,4280.6680785216,427.71,427.71,over_exploited,1477.0,1477.0,0.0,2024
narsapur_g,1077.31097971733,2738.38788632342,2738.38788632342,4280.6680785216,1203.53,1203.53,safe,14118.0,12708.392,0.0,2024
raiparthy,881.423888053859,8080.72459991411,1243.43337894179,6837.29122097233,4786.81,1213.42,safe,21558.837278,4929.6420404,16198.01849204,2024
peddapalle,982.778125738868,7494.84073386342,515.737740813036,6979.10299305038,3172.79,433.03,safe,24768.2,3466.0,18626.2,2024
pentlavelli,655.9,1671.38364309951,792.188984604932,879.194658494581,396.41,306.23,safe,9729.0,5495.0,3500.0,2024
raikal,1012.44216386541,8060.96471876621,3096.13627811499,8060.96471876621,1949.06,1431.27574394464,safe,27031.0,0.0,25666.0,2024
makthal,586.623609670134,6834.0729890154,863.277521772135,5970.79546724327,2014.43,724.14,safe,35505.4573047349,9626.36422501012,25879.0930797248,2024
nalgonda,785.56374099196,6213.80184801278,3044.52087631405,3169.28097169874,3979.47,1992.67,semi_critical,38260.0,23634.0,14476.0,2024
amberpet,828.103585529336,364.004875126251,364.004875126251,4280.6680785216,338.08,338.08,over_exploited,1169.0,1169.0,0.0,2024
ramagundam,982.423617075019,1131.15634503663,1131.15634503663,4280.6680785216,597.85,597.85,safe,11483.0,11321.0,0.0,2024
ghattu,547.882603878806,4514.39340256886,1389.00269157779,3125.39071099107,1972.14,829.32,safe,26815.0,11744.31,15015.64,2024
tekulapalle,1095.09871492199,3412.20974827648,3412.20974827648,4280.6680785216,1738.71,1738.71,safe,40536.1467262541,38509.3393899414,0.0,2024
kasipet,1051.26122319733,5698.89931018125,5698.89931018125,4280.6680785216,1659.96,1659.96,safe,34667.0,34417.0,0.0,2024
mohammadnagar,1066.00668703931,2231.04210137977,573.323388688556,1657.71871269122,632.54,166.96,safe,8706.19182517199,2971.86952280696,4695.14123836503,2024
mutharam_manthani,1010.32832732231,2735.92814678899,1166.47814678899,1569.45,1184.31,596.22,safe,14988.0,9185.0,3404.0,2024
jukkal,939.555670015401,2217.39208621331,2217.39208621331,4280.6680785216,637.7,637.7,safe,20929.178470255,20405.919472255,0.0,2024
wanaparthy,666.078089026193,6011.85757274596,6011.85757274596,4280.6680785216,3413.32,3413.32,safe,18573.0,18015.0,0.0,2024
sonala,1184.93669160184,1143.42591821183,1143.42591821183,4280.6680785216,575.96,575.96,safe,9833.0,9410.5,0.0,2024
hajipur,1060.05479160902,4903.07033497729,2627.10290721983,2275.96742775746,796.28,321.71,safe,25137.0,15859.0,8974.0,2024
krishna,598.038325405009,4954.72649788007,86.5421800073773,4868.18431787269,713.77,40.75,safe,17428.5714285714,1195.06272764063,16233.5087009308,2024
marpalle,726.6,2866.49,2866.49,0.0,1429.51,1429.51,safe,22635.0,22635.0,0.0,2024
pulkal,879.789589967999,1196.82144978843,1196.82144978843,4280.6680785216,653.8,653.8,safe,13374.74,11867.74,0.0,2024
tupran,798.456996544941,2090.43661096328,2090.43661096328,4280.6680785216,1704.04,1704.04,critical,11128.044897,11021.044897,0.0,2024
kalwakurthy,641.086926370241,5949.70672828162,360.242301375149,5589.46442690647,2399.25,348.94,safe,28684.06146,2648.0,25068.022716,2024
kothagudem,1122.25431040372,267.686333902589,267.686333902589,4280.6680785216,187.79,187.79,semi_critical,1645.85650699008,1563.56368164058,0.0,2024
shankarapatnam,902.522986898017,8901.32996350159,3096.13627811499,8901.32996350159,2096.27,1431.27574394464,safe,14365.0,0.0,14365.0,2024
andhole,915.858720690969,1760.98408366424,1760.98408366424,4280.6680785216,735.72,735.72,safe,14872.49,13782.935,0.0,2024
madhira,981.937920346894,6260.34905663383,60.07,6200.27905663383,1722.01,49.42,safe,20820.68,299.9054,20104.1052,2024
dharmapuri,1031.29779727322,4379.80677528615,3096.13627811499,4379.80677528615,973.72,1431.27574394464,safe,17202.0,0.0,15087.0,2024
jadcherla,681.50956091582,3153.45214341415,3153.45214341415,4280.6680785216,2096.62,2096.62,semi_critical,29016.1991460947,27156.1991460947,0.0,2024
bodhan,1033.51120017437,6382.67281750266,618.46911798135,5764.20369952131,2708.84,470.39,safe,20051.07,4688.62,14806.45,2024
v_saidapur,915.971695121147,7032.54287217005,1310.46434919642,5722.07852297362,1029.19,838.66,safe,14455.46,4899.46,9199.7,2024
armur,972.646036571338,5143.4134829353,427.526747940094,4715.88673499521,3462.82,184.81,semi_critical,17658.34,2666.0,14487.14,2024
peddemul,809.9,2150.5,2150.5,0.0,1164.56,1164.56,safe,24427.9,24427.9,0.0,2024
manuguru,1285.36468572521,3226.64449308434,3226.64449308434,4280.6680785216,1678.94,1678.94,safe,23970.3399611598,22771.8229631018,0.0,2024
bela,1251.14797163822,2630.70157112557,2325.90223187701,304.79933924855,1180.14,1128.07,safe,20128.0,18030.7,631.1,2024
gandeed,558.374107100809,1619.32267919646,1619.32267919646,4280.6680785216,1151.77,1151.77,semi_critical,12340.3480372319,11297.5480372319,0.0,2024
domakonda,955.304460127807,1205.12115757241,1205.12115757241,4280.6680785216,749.56,749.56,safe,7788.74949413193,6571.85869213193,0.0,2024
amrabad,712.6,3229.27399088112,3229.27399088112,4280.6680785216,1485.64,1485.64,safe,49081.0,48926.0,0.0,2024
veenavanka,895.87492462918,8769.83819168171,3096.13627811499,8769.83819168171,2227.81,1431.27574394464,safe,14723.0,0.0,14723.0,2024
konaraopeta,910.848274996342,4989.96640675882,4989.96640675882,4280.6680785216,3346.49,3346.49,semi_critical,20924.0,17249.47,0.0,2024
nallabelly,1093.44992309455,4198.50740833186,3096.13627811499,4198.50740833186,2296.76,1431.27574394464,safe,14540.547992,0.0,14021.01196782,2024
kotapalle,935.111746293816,9582.61579047312,9582.61579047312,4280.6680785216,3745.17,3660.63,safe,39467.0,39432.0,0.0,2024
bahadurpura,828.103585529336,317.297662749059,317.297662749059,4280.6680785216,264.83,264.83,critical,1019.0,1019.0,0.0,2024
donkeshwar,144.489468215736,1218.98,128.18,1090.8,938.48,128.12,semi_critical,10920.0,1461.0,9126.0,2024
marriguda,646.328864399058,2730.42207801156,2730.42207801156,4280.6680785216,1527.36,1527.36,safe,20741.0,18606.0,0.0,2024
thirumalagiri,862.516586683797,1460.03687964235,1460.03687964235,4280.6680785216,875.69,875.69,safe,13274.0,13232.0,0.0,2024
bomraspeta,538.365566941234,1045.68,1045.68,0.0,597.03,597.03,safe,13730.7,13730.7,0.0,2024
narayanraopet,764.986869050826,1225.06365121895,1225.06365121895,4280.6680785216,617.34,617.34,safe,6739.235958,5697.835958,0.0,2024
jannaram,1172.53604471831,5333.46683382237,0.0,5333.46683382237,1098.72,1431.27574394464,safe,35006.0,0.0,34492.0,2024
munipalli,857.851406228553,1796.14520746361,1796.14520746361,4280.6680785216,327.21,327.21,safe,20754.24966,19705.13466,0.0,2024
chinthakani,988.407508149396,6557.23703642243,83.7347270148929,6473.50230940754,1649.37,61.47,safe,18446.68,887.88,17239.4764,2024
vangoor,647.3,5277.13173570442,1945.08,3332.05173570442,2289.33,1555.87,safe,25596.0,11483.150796,12479.131822,2024
bachannapeta,854.233300084202,2869.77985333492,2228.74985333493,641.03,1520.37,1171.77,safe,15439.0,12041.0,3398.0,2024
markook,749.893209634402,1366.46296550315,1366.46296550315,4280.6680785216,896.55,896.55,semi_critical,11699.067574,8671.067574,0.0,2024
mavala,1173.65180701363,466.30214429305295,466.30214429305295,4280.6680785216,399.94,399.94,critical,4626.0,4310.0,0.0,2024
dummugudem,1370.10301726909,7714.18973904038,4791.29,2922.89973904039,451.1,176.98,safe,43848.4987079886,26291.8596164337,15364.2141561554,2024
komaravelly,786.747797805124,1134.06971235507,1134.06971235507,4280.6680785216,818.48,818.48,semi_critical,7456.33955,7456.33955,0.0,2024
tirumalagiri_sagar,671.950373505157,5607.71858016152,694.49,4913.22858016152,1338.55,450.79,safe,25954.0,11817.0,14137.0,2024
gundala,791.293090892115,2522.82334291751,2522.82334291751,4280.6680785216,1997.15,1997.15,semi_critical,17337.5576130718,17337.5576130718,0.0,2024
aloor,960.303921312162,2976.9148239743,3096.13627811499,2976.9148239743,2146.54,1431.27574394464,semi_critical,10152.0,0.0,8487.0,2024
thimmapur,893.092004187612,6833.86198978781,1066.67505900462,5767.18693078319,1458.4,625.88,safe,15801.5,5960.0,9823.0,2024
parkal,1128.92994982755,3172.15083144558,3096.13627811499,3172.15083144558,1859.2,1431.27574394464,safe,7579.81,0.0,7428.251,2024
garidepalle,765.409208413379,12994.681945628,3096.13627811499,12994.681945628,2120.45,1431.27574394464,safe,20301.0,0.0,20301.0,2024
nampalle,590.692889228264,4398.76185999118,4153.19168729161,245.570172699567,1994.02,1917.11,safe,29045.0,27563.0,1388.0,2024
palvancha,968.136766187922,1593.94564459933,1593.94564459933,4280.6680785216,1011.98,1011.98,semi_critical,8914.60946985026,8338.84361585026,0.0,2024
gummadidala,904.3,960.124071054874,960.124071054874,4280.6680785216,602.2,602.2,safe,9318.415,8306.425,0.0,2024
koratla,999.656287978388,4952.47404953495,3096.13627811499,4952.47404953495,1934.14,1431.27574394464,safe,13751.0,0.0,13024.0,2024
revelly,610.55,2170.90560232792,2170.90560232792,4280.6680785216,1096.47,1096.47,safe,7962.0,7602.0,0.0,2024
mudigonda,990.167906416852,6122.77382938842,3096.13627811499,6122.77382938842,2238.06,1431.27574394464,safe,20412.75,0.0,20170.7599,2024
urkonda,638.6,2336.15548133242,1125.59465694662,1210.5608243858,1427.89,916.71,safe,15127.567366,8273.80527,5895.870334,2024
yergatla,969.796291721394,1586.98565576418,335.200459200333,1251.78519656384,967.16,264.32,safe,7063.0,1605.0,5279.0,2024
dudyal,623.8,930.4,930.4,0.0,587.76,587.76,semi_critical,11233.0,11233.0,0.0,2024
kannepalli,1050.87075192949,3615.93290051353,3615.93290051353,4280.6680785216,1546.38,1546.38,safe,17183.0,16005.0,0.0,2024
asifabad,1082.76248972415,6981.82942327908,1401.8059654349,5580.02345784418,1203.37,672.97,safe,37157.0,13169.0,19063.0,2024
dharur,785.3,2255.11,2255.11,0.0,1311.28,1311.28,safe,20433.5,20433.5,0.0,2024
duggondi,1082.65156793335,3672.89933899285,3096.13627811499,3672.89933899285,2027.59,1431.27574394464,safe,11766.650136,0.0,11341.63271136,2024
doultabad,732.367078053147,2302.59018304045,2302.59018304045,4280.6680785216,1588.89,1588.89,semi_critical,14991.188184,14332.088184,0.0,2024
ammerpet,828.103585529336,102.444485813975,102.444485813975,4280.6680785216,112.62,112.62,over_exploited,329.0,329.0,0.0,2024
amarchinta,657.603969382761,3440.59096297817,1178.06275504666,2262.52820793151,1432.85,775.33,safe,10468.0,4470.0,5437.0,2024
siddipet_rural,762.681456417991,2149.07921258735,2149.07921258735,4280.6680785216,1186.17,1186.17,safe,11208.588142,10320.588142,0.0,2024
palakurthi,902.898433777509,3264.23866617007,2059.32071533745,1204.91795083262,1982.3,1442.42,safe,17241.0,11668.0,4842.0,2024
chandurthi,956.221815592572,3197.0535578145,3197.0535578145,4280.6680785216,2159.32,2159.32,semi_critical,16570.0,13591.0,0.0,2024
kamareddy,971.586459273445,2553.85016054019,2553.85016054019,4280.6680785216,1664.3,1664.3,semi_critical,12997.5718332659,12796.5718332659,0.0,2024
balkonda,967.0,2145.14,0.0,2145.14,926.86,1431.27574394464,safe,11123.0,0.0,9790.0,2024
